49721171, 50203854, 24860830, 25102194, 12430692, 12441184, 57704, 420984, 44045, 3762, 622340, 120245, 935
49721132, 50203836, 24860849, 25102192, 12430693, 12441132, 57790, 420766, 43995, 3778, 621975, 120178, 938
49721156, 50203858, 24860856, 25102188, 12430723, 12441133, 57705, 420740, 43987, 3761, 621972, 120380, 934
49721120, 50203863, 24860854, 25102192, 12430692, 12441132, 57662, 420712, 44004, 3783, 621953, 120334, 936
49721134, 50203856, 24860854, 25102195, 12430693, 12441138, 57774, 420839, 43995, 3780, 621980, 120182, 934
49721122, 50203829, 24860852, 25102192, 12430669, 12441139, 57733, 420780, 43924, 3759, 621959, 120252, 938
49721180, 50203856, 24860854, 25102221, 12430716, 12441120, 57666, 420752, 44000, 3761, 621976, 120285, 938
49721128, 50203857, 24860858, 25102221, 12430690, 12441167, 57760, 420859, 43949, 3765, 621978, 120172, 936
49721146, 50203854, 24860824, 25102197, 12430692, 12441133, 57693, 420748, 43925, 3760, 621948, 120172, 935
49721147, 50203862, 24860830, 25102193, 12430694, 12441135, 57742, 420745, 43982, 3759, 621972, 120228, 937
49721135, 50203886, 24860830, 25102195, 12430695, 12441136, 57735, 420712, 43914, 3792, 621957, 120246, 936
49721158, 50203853, 24860854, 25102200, 12430690, 12441139, 57703, 420716, 43947, 3780, 621967, 120194, 937
49721126, 50203864, 24860849, 25102221, 12430694, 12441166, 57708, 420772, 43947, 3786, 621973, 120184, 933
49721130, 50203857, 24860850, 25102200, 12430690, 12441138, 57700, 420733, 43929, 3786, 621960, 120224, 934
49721154, 50203848, 24860832, 25102197, 12430690, 12441132, 57726, 420687, 43934, 3761, 621972, 120341, 936
49721148, 50203859, 24860854, 25102223, 12430720, 12441138, 57644, 420828, 43944, 3761, 621951, 120177, 934
49721150, 50203852, 24860856, 25102221, 12430694, 12441135, 57765, 420760, 43956, 3762, 621984, 120185, 936
49721154, 50203833, 24860850, 25102189, 12430695, 12441132, 57712, 420755, 43956, 3761, 621946, 120252, 934
49721126, 50203882, 24860824, 25102197, 12430690, 12441136, 57709, 420763, 43998, 3780, 621962, 120208, 934
49721122, 50203866, 24860850, 25102224, 12430696, 12441133, 57802, 420758, 43926, 3760, 621950, 120221, 936
49721128, 50203838, 24860859, 25102190, 12430670, 12441136, 57669, 420797, 43984, 3761, 621962, 120238, 933
49721152, 50203850, 24860832, 25102194, 12430695, 12441132, 57690, 420724, 43993, 3759, 621958, 120224, 934
49721122, 50203860, 24860830, 25102192, 12430692, 12441140, 57726, 420701, 43912, 3762, 621976, 120180, 934
49721129, 50203856, 24860824, 25102194, 12430694, 12441132, 57670, 420720, 43912, 3766, 621980, 120234, 935
49721104, 50203860, 24860837, 25102194, 12430691, 12441138, 57724, 420720, 43914, 3760, 621974, 120186, 935
49721122, 50203853, 24860829, 25102191, 12430694, 12441138, 57666, 420871, 43942, 3787, 621952, 120214, 936
49721159, 50203858, 24860856, 25102218, 12430692, 12441163, 57740, 420811, 43920, 3760, 622005, 120398, 937
49721116, 50203863, 24860824, 25102196, 12430670, 12441138, 57636, 420789, 43962, 3759, 621944, 120270, 942
49721146, 50203824, 24860826, 25102188, 12430693, 12441132, 57742, 420683, 43959, 3784, 621959, 120344, 934
49721152, 50203850, 24860856, 25102192, 12430718, 12441136, 57710, 420724, 43941, 3784, 622004, 120369, 937
49721130, 50203863, 24860852, 25102192, 12430695, 12441131, 57792, 420749, 43933, 3760, 621973, 120222, 934
49721154, 50203850, 24860854, 25102194, 12430694, 12441166, 57728, 420720, 43910, 3787, 621991, 120301, 933
49721160, 50203885, 24860833, 25102197, 12430690, 12441135, 57699, 420849, 43974, 3764, 621949, 120182, 932
49721175, 50203866, 24860858, 25102220, 12430718, 12441140, 57656, 420834, 43964, 3761, 621978, 120328, 933
49721126, 50203860, 24860862, 25102228, 12430670, 12441165, 57723, 420850, 43934, 3761, 621956, 120174, 933
49721152, 50203858, 24860826, 25102190, 12430692, 12441162, 57674, 420825, 43956, 3792, 621962, 120196, 934
49721162, 50203883, 24860828, 25102188, 12430668, 12441133, 57688, 420796, 44016, 3778, 621968, 120198, 932
49721154, 50203869, 24860858, 25102218, 12430692, 12441133, 57728, 420699, 43962, 3762, 621958, 120181, 933
49721124, 50203860, 24860858, 25102227, 12430690, 12441168, 57712, 420752, 43930, 3762, 621982, 120342, 936
49721124, 50203860, 24860825, 25102196, 12430690, 12441138, 57688, 420848, 43924, 3761, 621989, 120219, 934
49721152, 50203856, 24860828, 25102197, 12430670, 12441134, 57724, 420753, 43913, 3760, 621968, 120228, 933
49721124, 50203851, 24860856, 25102191, 12430700, 12441134, 57658, 420738, 43931, 3765, 621984, 120342, 936
49721147, 50203858, 24860853, 25102190, 12430692, 12441163, 57707, 420788, 43984, 3759, 622016, 120330, 938
49721150, 50203853, 24860832, 25102217, 12430690, 12441138, 57724, 420699, 43918, 3782, 622001, 120376, 938
49721124, 50203855, 24860826, 25102202, 12430696, 12441136, 57728, 420680, 43956, 3760, 621996, 120396, 937
49721122, 50203860, 24860860, 25102218, 12430695, 12441135, 57700, 420817, 43986, 3761, 621956, 120333, 940
49721144, 50203858, 24860829, 25102199, 12430695, 12441162, 57670, 420708, 43950, 3759, 621960, 120175, 934
49721122, 50203860, 24860858, 25102192, 12430691, 12441166, 57722, 420794, 43913, 3772, 621956, 120196, 932
49721156, 50203829, 24860852, 25102200, 12430690, 12441136, 57708, 420720, 43916, 3761, 621981, 120222, 932
49721134, 50203852, 24860828, 25102220, 12430690, 12441139, 57716, 420754, 43932, 3761, 621981, 120310, 936
49721118, 50203857, 24860826, 25102195, 12430671, 12441136, 57738, 420720, 43976, 3764, 621982, 120177, 934
49721155, 50203862, 24860856, 25102217, 12430690, 12441163, 57708, 420772, 43931, 3760, 621987, 120228, 938
49721128, 50203856, 24860859, 25102222, 12430691, 12441138, 57746, 420792, 43936, 3761, 621952, 120244, 938
49721129, 50203857, 24860828, 25102218, 12430692, 12441133, 57722, 420759, 43926, 3761, 621970, 120238, 933
49721124, 50203861, 24860825, 25102200, 12430668, 12441132, 57669, 420777, 43980, 3765, 621994, 120170, 934
49721154, 50203860, 24860861, 25102194, 12430716, 12441135, 57695, 420808, 43950, 3761, 621951, 120376, 936
49721148, 50203851, 24860854, 25102218, 12430694, 12441162, 57675, 420734, 43936, 3761, 621994, 120189, 932
49721156, 50203855, 24860856, 25102197, 12430696, 12441160, 57719, 420718, 43989, 3762, 621951, 120217, 938
49721170, 50203880, 24860824, 25102194, 12430698, 12441131, 57723, 420694, 43954, 3784, 621954, 120190, 938
49721148, 50203859, 24860853, 25102196, 12430720, 12441130, 57746, 420752, 43968, 3759, 621972, 120181, 933
49721129, 50203858, 24860855, 25102218, 12430697, 12441162, 57774, 420705, 43952, 3762, 621977, 120370, 936
49721150, 50203856, 24860824, 25102191, 12430697, 12441138, 57708, 420818, 43954, 3760, 621976, 120182, 932
49721160, 50203882, 24860826, 25102198, 12430693, 12441136, 57725, 420772, 43912, 3762, 621984, 120170, 932
49721157, 50203858, 24860856, 25102221, 12430695, 12441132, 57674, 420716, 43938, 3792, 621958, 120346, 936
49721148, 50203852, 24860857, 25102189, 12430698, 12441164, 57662, 420714, 43966, 3761, 621960, 120260, 933
49721124, 50203857, 24860852, 25102190, 12430692, 12441163, 57717, 420720, 43986, 3762, 621949, 120242, 934
49721132, 50203888, 24860827, 25102194, 12430698, 12441131, 57724, 420718, 43918, 3762, 621983, 120186, 934
49721146, 50203880, 24860824, 25102188, 12430698, 12441137, 57746, 420788, 43947, 3778, 621964, 120437, 936
49721150, 50203860, 24860855, 25102221, 12430698, 12441131, 57690, 420803, 43942, 3759, 621974, 120242, 934
49721148, 50203855, 24860832, 25102218, 12430694, 12441161, 57772, 420678, 43959, 3790, 621948, 120342, 938
49721124, 50203855, 24860841, 25102193, 12430692, 12441162, 57733, 420799, 43962, 3765, 621956, 120338, 934
49721152, 50203860, 24860831, 25102191, 12430692, 12441132, 57721, 420776, 43928, 3762, 621966, 120224, 934
49721123, 50203856, 24860856, 25102198, 12430696, 12441139, 57700, 420740, 43988, 3762, 621989, 120176, 933
49721128, 50203852, 24860851, 25102218, 12430695, 12441135, 57663, 420710, 43962, 3759, 621956, 120230, 936
49721122, 50203859, 24860858, 25102192, 12430698, 12441165, 57772, 420678, 43926, 3760, 621962, 120176, 932
