64486,1
2525,0
44981,0
101323,0
165746,0
38232,0
104540,1
157473,0
132129,0
127302,0
24950,1
39924,0
19037,0
86729,0
92992,0
69238,0
102853,0
124684,0
81068,0
123344,0
102553,0
70948,0
55122,0
104656,1
124698,0
79563,0
77649,1
146716,0
146812,0
141255,1
192790,0
91760,0
71838,1
132941,0
97375,1
63806,0
38282,0
44223,0
72827,1
157204,1
50678,0
148814,0
166175,0
87526,1
54803,1
43830,0
156039,0
89677,1
7885,0
17008,0
65676,1
137885,0
42805,0
28807,0
194705,0
127361,1
69090,1
94833,0
77308,0
155250,0
43443,1
40130,0
146713,1
67419,0
109156,1
32479,1
160784,0
126154,0
46222,0
123144,0
147582,1
107636,0
32261,0
155126,0
79704,0
54536,1
47701,1
193483,0
113346,0
191373,0
37798,1
146695,1
43444,0
147937,0
23771,0
140798,1
44048,0
173444,1
86763,0
60589,0
192681,0
80712,1
172997,0
65281,1
45923,0
78784,1
156363,0
41192,1
34218,1
188172,0
58511,0
145529,0
138650,1
156607,0
66035,0
91267,0
162729,0
39652,1
39985,1
124679,0
48995,0
142335,0
194675,1
71056,1
90846,0
68152,0
32494,0
146863,0
164378,0
159998,0
17354,1
150113,1
63742,0
66034,0
176589,0
140825,0
44186,0
23415,0
7320,1
85160,1
111040,1
107522,0
175040,1
137884,0
91476,0
80689,1
155209,0
73116,0
103026,0
178878,0
171427,1
147777,0
184633,1
19992,0
50883,1
52073,1
150882,1
118595,0
179678,0
86960,0
35692,0
73078,0
182093,1
111092,1
54485,0
191737,1
188261,1
73517,1
109657,1
85362,0
187125,0
46347,0
72233,1
146223,0
154921,0
88409,0
71862,0
66594,0
57147,0
184200,0
189862,0
95956,0
109373,0
125243,1
172519,0
176591,1
16990,0
78793,0
102552,1
11692,0
100302,1
90352,0
56875,0
71964,1
137886,0
176124,1
173888,0
31244,1
157733,0
77783,0
66785,1
52833,1
147599,0
134971,1
20019,1
3188,1
69103,1
31454,0
127282,0
180544,1
15657,1
127234,0
104541,0
77666,0
