64486,0
2525,0
44981,0
101323,0
165746,0
38232,0
104540,1
157473,0
132129,0
127302,0
24950,0
39924,0
19037,0
86729,1
92992,0
69238,0
102853,0
124684,0
81068,0
123344,0
102553,0
70948,0
55122,0
104656,1
124698,0
79563,0
77649,1
146716,0
146812,0
141255,1
192790,0
91760,0
71838,1
132941,0
97375,1
63806,0
38282,0
44223,0
72827,0
157204,1
50678,0
148814,0
166175,0
87526,1
54803,1
43830,0
156039,1
89677,1
7885,0
17008,0
65676,0
137885,0
42805,0
28807,0
194705,0
127361,0
69090,0
94833,0
77308,0
155250,0
43443,1
40130,0
146713,0
67419,0
109156,0
32479,1
160784,0
126154,0
46222,0
123144,0
147582,1
107636,0
32261,0
155126,0
79704,0
54536,1
47701,0
193483,0
113346,0
191373,0
37798,1
146695,1
43444,0
147937,0
23771,0
140798,0
44048,1
173444,1
86763,0
60589,0
192681,0
80712,1
172997,0
65281,0
45923,0
78784,1
156363,0
41192,0
34218,1
188172,0
58511,0
145529,0
138650,1
156607,0
66035,0
91267,0
162729,0
39652,1
39985,0
124679,0
48995,0
142335,0
194675,0
71056,0
90846,0
68152,0
32494,0
146863,0
164378,0
159998,0
17354,1
150113,1
63742,0
66034,0
176589,0
140825,0
44186,0
23415,0
7320,0
85160,0
111040,1
107522,0
175040,0
137884,0
91476,0
80689,0
155209,0
73116,0
103026,1
178878,0
171427,0
147777,0
184633,0
19992,0
50883,1
52073,1
150882,0
118595,0
179678,0
86960,0
35692,0
73078,0
182093,1
111092,1
54485,0
191737,0
188261,0
73517,0
109657,1
85362,0
187125,0
46347,0
72233,1
146223,0
154921,0
88409,0
71862,1
66594,0
57147,0
184200,0
189862,0
95956,0
109373,0
125243,0
172519,0
176591,0
16990,0
78793,0
102552,1
11692,0
100302,0
90352,0
56875,0
71964,0
137886,0
176124,1
173888,0
31244,1
157733,0
77783,1
66785,1
52833,1
147599,0
134971,0
20019,0
3188,1
69103,0
31454,0
127282,0
180544,0
15657,0
127234,0
104541,0
77666,0
108763,1
7875,0
91467,1
126762,0
169097,0
142293,0
111175,0
112535,1
162727,0
162768,1
187943,1
188469,0
54753,0
95488,1
62166,0
164939,0
9225,0
118745,0
57327,1
71294,1
100180,1
187130,0
165048,0
41848,0
188140,0
2531,0
112758,0
86935,0
38584,1
99437,0
81924,0
89675,0
99687,1
58233,1
42200,0
90359,0
121554,0
34773,1
38273,0
25380,0
51036,0
18515,1
87944,0
104390,0
94828,0
160911,0
174774,1
146693,0
162682,0
60135,0
74316,1
164165,0
191926,0
168049,0
151254,0
100842,0
17632,0
145535,0
164926,0
35038,0
33640,0
149763,1
157740,0
157470,1
64174,0
128116,0
68642,0
50920,1
48644,0
123993,0
68495,0
122186,0
50934,0
168901,0
75073,0
113437,0
156354,0
193803,0
69004,0
183448,0
169134,1
125821,0
151381,0
5204,1
103558,0
101319,0
38755,0
146703,1
188367,0
19030,0
38306,0
17143,0
147935,0
173498,0
157512,0
7173,0
42198,0
95954,0
57668,1
19264,0
144066,0
72858,0
184204,0
95811,0
191991,0
117406,0
58386,0
74477,0
174042,0
56964,0
48652,0
133470,0
147015,0
65346,0
123691,0
59197,0
52905,1
160514,0
146869,0
69192,0
186517,0
190573,1
102082,0
174237,0
73617,1
99449,0
86641,0
78805,0
166698,0
90421,0
170835,0
46918,0
92818,0
31456,0
73181,0
181412,0
193802,0
155639,0
70300,0
65355,0
126607,0
73542,1
57860,0
180448,0
19376,0
157822,0
104386,1
166426,0
171463,1
146075,0
60858,0
118958,0
40132,0
39859,1
68998,0
86248,0
86968,1
155193,0
39658,0
128705,1
147899,0
173192,0
186730,0
160004,1
28809,0
184234,0
76271,0
138459,0
121539,0
184796,0
87404,0
120645,1
58232,0
94632,0
172687,0
158606,0
17005,0
169860,0
127185,0
147638,0
112252,0
187586,0
146199,0
161651,1
173196,0
115700,0
162490,0
71861,0
102087,0
46237,0
30168,0
127637,0
119065,0
96145,0
64193,0
132640,0
131130,0
15470,0
176022,0
66052,1
58838,1
86736,0
91762,0
99083,0
157596,0
147905,0
39942,0
122194,1
165126,0
167245,1
195598,0
121361,1
100839,0
155301,0
84910,1
80790,1
58180,0
134982,0
94635,0
164844,1
54884,0
92846,0
62280,0
20008,0
18050,1
86756,0
7151,0
159500,1
191934,0
65344,1
109154,0
55857,0
97382,1
151774,0
52171,1
184751,1
37911,0
99081,0
131488,0
41182,0
169947,0
153126,0
45485,0
53693,0
191744,1
82058,0
73079,0
38388,0
51631,0
195090,0
2151,0
169081,0
65946,0
125812,0
127347,0
184641,1
171006,0
96429,0
175020,1
87954,0
162748,1
186338,0
188509,0
127511,0
115409,0
173185,1
25526,0
86943,0
140797,0
192153,0
155214,0
188619,1
75098,0
111185,0
64430,0
71500,0
78384,0
73257,0
111023,0
66596,0
16633,0
155196,0
157294,0
32536,1
87950,0
66324,0
164176,0
20193,1
105029,0
155111,0
56513,0
176246,0
147923,0
61842,0
152549,1
15468,0
26912,1
72545,0
113979,1
22522,0
102070,0
58833,0
39920,0
65520,0
127291,0
56949,0
92994,0
62065,0
93452,1
51728,0
155252,1
131131,0
97374,0
184563,1
108764,1
187002,0
95256,0
166262,1
99228,0
128419,0
13735,0
30950,0
38766,0
163688,0
81269,0
130087,0
81764,1
188145,0
127508,0
109088,0
29932,0
32406,0
58267,0
176175,0
160537,0
187654,0
157462,0
15426,0
111405,0
151773,0
77915,0
102046,1
56955,1
181606,0
25377,0
30338,1
79264,0
125244,1
66157,0
20194,1
138160,0
184463,1
77785,1
162743,0
82542,1
147940,0
164118,0
172167,0
137957,0
34347,0
56413,0
165568,0
54857,0
98739,0
160533,0
127725,0
184273,0
146344,0
127607,0
147929,0
185151,0
30337,1
184199,0
20190,0
104392,0
57066,0
7887,0
17138,0
75224,0
42193,0
132047,0
64610,0
71508,1
132108,0
156142,0
52403,0
150881,0
174879,0
73097,0
181408,0
31027,1
150169,0
174011,0
130483,1
23417,0
116428,0
56403,0
150888,1
63842,1
172442,0
17007,0
146273,0
118596,0
123685,0
127279,0
30789,0
92820,0
153575,0
109098,0
116399,0
23554,0
146221,0
64467,0
141177,1
128701,0
18928,0
79270,0
127629,0
105272,0
160018,0
84540,0
54919,1
138467,0
186998,1
139987,0
74409,0
64397,0
33641,0
184491,0
39873,0
123039,0
174092,1
29645,0
91987,0
153502,1
44122,0
45476,0
127210,0
57050,0
138240,0
55657,0
81485,0
176245,0
119300,1
131105,0
96174,1
159166,0
53691,0
77660,0
15552,0
126849,0
56414,0
151775,1
61684,0
60587,1
93651,0
117663,1
149871,1
168490,0
158613,0
141162,0
56135,0
190896,0
127441,0
54814,0
76935,0
127238,0
1052,1
143115,0
140776,0
127228,0
184218,1
194851,1
168056,0
117785,0
65263,0
96921,0
94826,0
93667,0
166204,0
189324,1
110996,0
149112,1
124488,0
96181,0
172922,1
160006,1
71705,0
23026,0
56345,0
181398,0
104389,0
63925,0
107521,0
175681,0
164177,0
78782,1
33449,0
127627,0
80791,0
162710,0
124587,0
177860,0
39675,0
42916,1
169103,0
104745,1
20067,0
34157,0
123994,0
34651,0
37907,0
39497,0
34328,1
149293,0
56941,1
72225,1
64099,0
32834,0
187126,0
161924,1
20989,0
50935,0
131920,1
167207,1
32046,1
40861,0
76727,0
104805,0
73368,0
107606,0
65357,0
38731,0
65748,0
28376,0
41317,0
97379,0
149932,0
165185,0
161878,0
62487,0
183654,0
151192,0
110686,0
28775,1
53582,0
115725,0
156526,0
30788,0
184235,0
40833,1
47181,0
72011,0
157227,0
59176,0
29982,0
54640,1
7543,0
68380,0
75248,0
70958,1
84687,0
167569,0
173897,0
38886,0
189583,0
69962,0
7996,0
1945,0
347,0
56301,1
167370,0
72010,0
